company,sector,priority,country_focus,target_roles,why_monitor,search_query_pt,search_query_en,ats_hint
Ticket,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Ticket carreiras vagas dados engenharia de dados analytics,Ticket careers data engineer analytics Brazil,auto-detect
Tiny ERP,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Tiny ERP carreiras vagas dados engenharia de dados analytics,Tiny ERP careers data engineer analytics Brazil,auto-detect
TOTVS,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",TOTVS carreiras vagas dados engenharia de dados analytics,TOTVS careers data engineer analytics Brazil,auto-detect
Tracksale,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Tracksale carreiras vagas dados engenharia de dados analytics,Tracksale careers data engineer analytics Brazil,auto-detect
Trampos,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Trampos carreiras vagas dados engenharia de dados analytics,Trampos careers data engineer analytics Brazil,auto-detect
Tray,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Tray carreiras vagas dados engenharia de dados analytics,Tray careers data engineer analytics Brazil,auto-detect
UOL,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",UOL carreiras vagas dados engenharia de dados analytics,UOL careers data engineer analytics Brazil,auto-detect
UOL EdTech,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",UOL EdTech carreiras vagas dados engenharia de dados analytics,UOL EdTech careers data engineer analytics Brazil,auto-detect
Venturus,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Venturus carreiras vagas dados engenharia de dados analytics,Venturus careers data engineer analytics Brazil,auto-detect
Vnda,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Vnda carreiras vagas dados engenharia de dados analytics,Vnda careers data engineer analytics Brazil,auto-detect
VR Benefícios,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",VR Benefícios carreiras vagas dados engenharia de dados analytics,VR Benefícios careers data engineer analytics Brazil,auto-detect
VTEX,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",VTEX carreiras vagas dados engenharia de dados analytics,VTEX careers data engineer analytics Brazil,auto-detect
WK Sistemas,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",WK Sistemas carreiras vagas dados engenharia de dados analytics,WK Sistemas careers data engineer analytics Brazil,auto-detect
Yampi,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Yampi carreiras vagas dados engenharia de dados analytics,Yampi careers data engineer analytics Brazil,auto-detect
Zenvia,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Zenvia carreiras vagas dados engenharia de dados analytics,Zenvia careers data engineer analytics Brazil,auto-detect
Zup Innovation,"Software, SaaS, dados e consultorias brasileiras",P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Zup Innovation carreiras vagas dados engenharia de dados analytics,Zup Innovation careers data engineer analytics Brazil,auto-detect
Clara Brasil,Startups brasileiras e scale-ups para monitorar,P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Clara Brasil carreiras vagas dados engenharia de dados analytics,Clara Brasil careers data engineer analytics Brazil,auto-detect
Kamino,Startups brasileiras e scale-ups para monitorar,P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",Kamino carreiras vagas dados engenharia de dados analytics,Kamino careers data engineer analytics Brazil,auto-detect
VExpenses,Startups brasileiras e scale-ups para monitorar,P0,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Alta aderência ao perfil de dados, APIs, produto analítico, crédito, logística, SaaS ou automação.",VExpenses carreiras vagas dados engenharia de dados analytics,VExpenses careers data engineer analytics Brazil,auto-detect
Afya,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Afya carreiras vagas dados engenharia de dados analytics,Afya careers data engineer analytics Brazil,auto-detect
Agenda Edu,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Agenda Edu carreiras vagas dados engenharia de dados analytics,Agenda Edu careers data engineer analytics Brazil,auto-detect
Alice,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Alice carreiras vagas dados engenharia de dados analytics,Alice careers data engineer analytics Brazil,auto-detect
Alura,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Alura carreiras vagas dados engenharia de dados analytics,Alura careers data engineer analytics Brazil,auto-detect
Arco Educação,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Arco Educação carreiras vagas dados engenharia de dados analytics,Arco Educação careers data engineer analytics Brazil,auto-detect
ClassApp,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",ClassApp carreiras vagas dados engenharia de dados analytics,ClassApp careers data engineer analytics Brazil,auto-detect
Cogna,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Cogna carreiras vagas dados engenharia de dados analytics,Cogna careers data engineer analytics Brazil,auto-detect
Conexa Saúde,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Conexa Saúde carreiras vagas dados engenharia de dados analytics,Conexa Saúde careers data engineer analytics Brazil,auto-detect
Cubos Academy,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Cubos Academy carreiras vagas dados engenharia de dados analytics,Cubos Academy careers data engineer analytics Brazil,auto-detect
Dasa,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Dasa carreiras vagas dados engenharia de dados analytics,Dasa careers data engineer analytics Brazil,auto-detect
Descomplica,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Descomplica carreiras vagas dados engenharia de dados analytics,Descomplica careers data engineer analytics Brazil,auto-detect
Dr. Consulta,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Dr. Consulta carreiras vagas dados engenharia de dados analytics,Dr. Consulta careers data engineer analytics Brazil,auto-detect
Eleva Educação,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Eleva Educação carreiras vagas dados engenharia de dados analytics,Eleva Educação careers data engineer analytics Brazil,auto-detect
Escola DNC,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Escola DNC carreiras vagas dados engenharia de dados analytics,Escola DNC careers data engineer analytics Brazil,auto-detect
Estratégia Educacional,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Estratégia Educacional carreiras vagas dados engenharia de dados analytics,Estratégia Educacional careers data engineer analytics Brazil,auto-detect
Feegow,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Feegow carreiras vagas dados engenharia de dados analytics,Feegow careers data engineer analytics Brazil,auto-detect
FIAP,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",FIAP carreiras vagas dados engenharia de dados analytics,FIAP careers data engineer analytics Brazil,auto-detect
Flash Benefícios,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Flash Benefícios carreiras vagas dados engenharia de dados analytics,Flash Benefícios careers data engineer analytics Brazil,auto-detect
Geekie,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Geekie carreiras vagas dados engenharia de dados analytics,Geekie careers data engineer analytics Brazil,auto-detect
Gran Cursos Online,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Gran Cursos Online carreiras vagas dados engenharia de dados analytics,Gran Cursos Online careers data engineer analytics Brazil,auto-detect
Grupo Fleury,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Grupo Fleury carreiras vagas dados engenharia de dados analytics,Grupo Fleury careers data engineer analytics Brazil,auto-detect
Hapvida NotreDame Intermédica,"Saúde, educação e HR tech",P1,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Boa aderência por volume de dados, BI, analytics, operação digital ou produto.",Hapvida NotreDame Intermédica carreiras vagas dados engenharia de dados analytics,Hapvida NotreDame Intermédica careers data engineer analytics Brazil,auto-detect
